Row	oligodendrocytes	microglia	pyramidal_CA1	interneurons	pyramidal_SS	astrocytes_ependymal	endothelial_mural
Nudt11	0	0	0	1	0	0	0
Numb	0	0	0	0	1	0	0
Nxph1	0	0	0	1	0	0	0
Nxph3	0	0	0	0	1	0	0
Oasl2	0	0	0	0	0	0	1
Oat	0	0	0	0	0	1	0
Obscn	0	0	0	0	0	0	1
Obsl1	0	0	0	1	0	0	0
Ocm	0	0	0	0	1	0	0
Odf3b	0	0	0	0	0	1	0
Ogfod1	0	0	1	0	0	0	0
Ogn	0	0	0	0	0	1	0
Olfr558	0	0	0	0	0	0	1
Olfr78	0	0	0	0	0	0	1
Olig1	1	0	0	0	0	0	0
Omg	1	0	0	0	0	0	0
Onecut2	0	0	1	0	0	0	0
Opalin	1	0	0	0	0	0	0
Opn3	0	0	0	0	1	0	0
Oprk1	0	0	0	0	1	0	0
Optn	0	0	0	1	0	0	0
Orai1	0	1	0	0	0	0	0
Orai2	0	0	1	0	0	0	0
Osbp2	0	0	0	0	1	0	0
Osbpl11	0	1	0	0	0	0	0
Osbpl1a	0	0	0	0	1	0	0
Osbpl6	0	0	1	0	0	0	0
Osbpl8	0	0	0	1	0	0	0
Oscp1	0	0	0	0	0	1	0
Otub2	0	0	1	0	0	0	0
Otud1	0	0	0	0	0	1	0
Otud3	0	0	0	0	1	0	0
Otud7b	1	0	0	0	0	0	0
Otx1	0	0	0	0	0	1	0
Ovol2	0	0	0	0	1	0	0
Oxr1	0	0	0	1	0	0	0
Oxtr	0	0	0	1	0	0	0
P2rx1	0	0	0	0	0	0	1
P2rx4	0	1	0	0	0	0	0
P2rx6	0	0	0	0	0	1	0
P2rx7	0	1	0	0	0	0	0
P2ry12	0	1	0	0	0	0	0
P2ry13	0	1	0	0	0	0	0
P2ry6	0	1	0	0	0	0	0
P4hb	1	0	0	0	0	0	0
Pabpc1	0	0	0	0	0	0	1
Pacs1	0	0	0	0	1	0	0
Pacs2	1	0	0	0	0	0	0
Pacsin2	0	1	0	0	0	0	0
Pafah1b3	0	0	0	1	0	0	0
Pag1	0	0	0	0	0	1	0
Pak1	0	0	0	0	1	0	0
Pak7	0	0	0	0	1	0	0
Palld	0	0	0	0	0	0	1
Palm3	0	0	1	0	0	0	0
Palmd	0	0	0	0	0	0	1
Pam	0	0	0	1	0	0	0
Panx1	0	0	0	1	0	0	0
Paox	0	1	0	0	0	0	0
Pappa	0	0	0	1	0	0	0
Papss1	1	0	0	0	0	0	0
Paqr7	0	0	0	0	0	1	0
Paqr8	0	0	0	0	0	1	0
Pard3	1	0	0	0	0	0	0
Pard6g	0	0	0	0	0	1	0
Parm1	0	0	0	1	0	0	0
Parp16	0	0	0	0	0	1	0
Parp8	0	0	0	0	0	0	1
Parvg	0	1	0	0	0	0	0
Pask	0	0	0	0	0	0	1
Pawr	0	0	0	0	0	1	0
Pcbp4	1	0	0	0	0	0	0
Pcdh1	0	0	0	0	0	0	1
Pcdh12	0	0	0	0	0	0	1
Pcdh19	0	0	1	0	0	0	0
Pcdh7	0	0	0	0	1	0	0
Pcdh9	1	0	0	0	0	0	0
Pcdha6	0	0	0	1	0	0	0
Pcdhac1	0	0	0	0	1	0	0
Pcdhb13	0	0	0	1	0	0	0
Pcdhb3	0	0	0	1	0	0	0
Pcdhb7	0	0	1	0	0	0	0
Pcdhgc3	0	0	0	0	0	1	0
Pced1b	0	0	0	0	0	1	0
Pck2	0	0	1	0	0	0	0
Pclo	0	0	0	1	0	0	0
Pcolce2	0	0	0	0	0	1	0
Pcp4	0	0	0	0	1	0	0
Pcsk5	0	0	0	0	1	0	0
Pcyt2	1	0	0	0	0	0	0
Pde10a	0	0	1	0	0	0	0
Pde1b	0	0	0	0	1	0	0
Pde1c	0	0	0	0	0	1	0
Pde3a	0	0	0	0	0	0	1
Pde3b	0	1	0	0	0	0	0
Pde4b	1	0	0	0	0	0	0
Pde8b	0	0	0	0	1	0	0
Pdgfrl	0	0	0	0	0	1	0
Pdlim1	0	0	0	0	0	0	1
Pdlim2	1	0	0	0	0	0	0
Pdlim3	0	0	0	0	0	0	1
Pdxk	0	0	0	1	0	0	0
Pdzrn3	0	0	0	0	1	0	0
Pebp1	0	0	0	1	0	0	0
Pecam1	0	0	0	0	0	0	1
Peg12	1	0	0	0	0	0	0
Peg13	0	0	0	1	0	0	0
Peg3	0	0	0	1	0	0	0
Peg3os	0	0	0	1	0	0	0
Peli2	0	0	0	0	0	1	0
Pelo	0	0	0	0	0	0	1
Per2	0	0	0	0	0	1	0
Pex2	1	0	0	0	0	0	0
Pf4	0	1	0	0	0	0	0
Pfkfb3	1	0	0	0	0	0	0
Pfkp	0	0	0	0	1	0	0
Pfn2	0	0	1	0	0	0	0
Pgf	0	0	0	0	0	0	1
Pggt1b	0	0	0	0	0	0	1
Pglyrp1	0	0	0	0	0	0	1
Pgm1	0	0	0	0	0	0	1
Pgm2	0	0	0	0	0	1	0
Pgm5	0	0	0	0	0	0	1
Phc1	1	0	0	0	0	0	0
Phf15	0	1	0	0	0	0	0
Phlda3	1	0	0	0	0	0	0
Phlpp1	1	0	0	0	0	0	0
Phtf2	0	0	0	0	0	0	1
Phykpl	0	0	0	0	0	1	0
Pi4ka	0	0	0	0	1	0	0
Pianp	0	0	1	0	0	0	0
Piezo2	0	0	0	0	0	0	1
Pifo	0	0	0	0	0	1	0
Piga	1	0	0	0	0	0	0
Pigz	1	0	0	0	0	0	0
Pih1d2	0	0	0	0	0	1	0
Pik3c2b	1	0	0	0	0	0	0
Pik3cd	0	1	0	0	0	0	0
Pik3cg	0	1	0	0	0	0	0
Pik3r5	0	1	0	0	0	0	0
Pik3r6	0	0	0	0	0	0	1
Pip4k2c	0	0	1	0	0	0	0
Pip5k1a	0	0	1	0	0	0	0
Pip5k1c	0	0	0	0	1	0	0
Pip5kl1	0	0	0	1	0	0	0
Pir	0	0	0	0	0	0	1
Pira4	0	1	0	0	0	0	0
Pirb	0	1	0	0	0	0	0
Pisd-ps3	0	1	0	0	0	0	0
Pitpnm1	0	0	0	1	0	0	0
Pkd2	0	0	0	0	0	0	1
Pkd2l1	1	0	0	0	0	0	0
Pkn1	0	1	0	0	0	0	0
Pkn3	0	0	0	0	0	0	1
Pkp2	0	0	1	0	0	0	0
Pla2g15	0	1	0	0	0	0	0
Pla2g4b	0	0	1	0	0	0	0
Pla2g5	0	0	0	0	0	1	0
Pla2r1	0	0	0	0	0	0	1
Plagl1	0	0	0	0	0	1	0
Plagl2	0	1	0	0	0	0	0
Plau	0	1	0	0	0	0	0
Plce1	0	0	0	0	0	0	1
Plcg2	0	1	0	0	0	0	0
Plch2	0	0	1	0	0	0	0
Plcl1	1	0	0	0	0	0	0
Plcz1	0	0	1	0	0	0	0
Pld4	0	1	0	0	0	0	0
Plec	0	0	0	0	0	0	1
Plek	0	1	0	0	0	0	0
Plekha1	1	0	0	0	0	0	0
Plekhb2	0	0	0	1	0	0	0
Plekhd1	0	0	0	1	0	0	0
Plekhf1	1	0	0	0	0	0	0
Plekhh1	1	0	0	0	0	0	0
Plin4	0	0	0	0	0	0	1
Plin5	0	0	0	0	0	1	0
Plk5	0	0	0	0	1	0	0
Pllp	1	0	0	0	0	0	0
Pln	0	0	0	0	0	0	1
Plp1	1	0	0	0	0	0	0
Plp2	0	0	0	0	0	0	1
Plscr2	0	0	0	0	0	1	0
Plxna1	0	0	1	0	0	0	0
Plxna3	0	0	0	1	0	0	0
Plxnc1	0	0	1	0	0	0	0
Pm20d2	0	0	0	1	0	0	0
Pmf1	0	1	0	0	0	0	0
Pmvk	1	0	0	0	0	0	0
Pnma1	0	0	0	0	1	0	0
Pnmal1	0	0	1	0	0	0	0
Pnoc	0	0	0	1	0	0	0
Pnrc1	0	1	0	0	0	0	0
Podxl	0	0	0	0	0	0	1
Podxl2	0	0	0	1	0	0	0
Pola1	0	1	0	0	0	0	0
Pole4	0	0	1	0	0	0	0
Polk	0	0	0	0	0	0	1
Poll	0	0	0	0	0	0	1
Polm	0	0	0	0	0	0	1
Polr2m	0	0	0	1	0	0	0
Polr3e	1	0	0	0	0	0	0
Polr3h	0	0	0	0	0	1	0
Pomgnt2	0	0	0	1	0	0	0
Pop4	1	0	0	0	0	0	0
Postn	0	0	0	0	0	1	0
Pou3f1	0	0	1	0	0	0	0
Pou6f1	0	0	0	0	1	0	0
Pou6f2	0	0	0	0	1	0	0
Ppap2a	0	0	0	0	0	1	0
Ppap2c	1	0	0	0	0	0	0
Ppapdc2	0	0	1	0	0	0	0
Pparg	0	0	0	0	1	0	0
Ppcdc	0	1	0	0	0	0	0
Ppfia2	0	0	1	0	0	0	0
Ppfibp1	0	0	0	0	0	0	1
Ppif	0	0	0	1	0	0	0
Ppil6	0	0	0	0	0	1	0
Ppm1h	0	0	0	1	0	0	0
Ppm1l	0	0	0	0	1	0	0
Ppp1r12a	0	0	0	0	0	0	1
Ppp1r14b	0	0	0	0	0	1	0
Ppp1r14c	0	0	1	0	0	0	0
Ppp1r16b	1	0	0	0	0	0	0
Ppp1r2	0	0	0	1	0	0	0
Ppp1r26	0	0	0	1	0	0	0
Ppp1r32	0	0	0	0	0	1	0
Ppp1r3d	0	0	0	0	0	1	0
Ppp1r3g	0	0	0	0	0	1	0
Ppp1r42	0	0	0	0	0	1	0
Ppp4r4	0	0	1	0	0	0	0
Pqlc1	0	0	0	0	0	0	1
Prdm8	0	0	0	0	1	0	0
Prdx4	0	0	0	0	0	1	0
Prdx6b	0	0	0	0	0	1	0
Prickle2	0	0	1	0	0	0	0
Prim2	1	0	0	0	0	0	0
Prima1	1	0	0	0	0	0	0
Prkab2	0	0	1	0	0	0	0
Prkacb	0	0	0	0	1	0	0
Prkag2	0	0	1	0	0	0	0
Prkd1	0	0	0	0	0	1	0
Prkd2	0	0	0	0	0	0	1
Prkg2	0	0	0	0	1	0	0
Prlr	0	0	0	0	0	1	0
Prmt2	0	0	0	1	0	0	0
Prnd	0	0	0	0	0	0	1
Prnp	0	0	1	0	0	0	0
Prob1	1	0	0	0	0	0	0
Proca1	0	0	0	0	0	1	0
Prom1	0	0	0	0	0	0	1
Proser2	0	0	0	0	0	0	1
Prox2	0	0	0	0	0	0	1
Prrt2	0	0	0	0	1	0	0
Prrt3	0	0	0	0	1	0	0
Prrt4	0	0	0	1	0	0	0
Psd3	0	0	1	0	0	0	0
Psmb10	0	0	0	0	1	0	0
Psme2b	0	0	0	0	0	0	1
Psrc1	0	0	1	0	0	0	0
Pstpip1	0	0	0	0	0	1	0
Ptafr	0	1	0	0	0	0	0
Ptch1	1	0	0	0	0	0	0
Ptgds	1	0	0	0	0	0	0
Ptger2	0	0	0	1	0	0	0
Ptges3l	0	0	0	0	0	0	1
Pthlh	0	0	0	1	0	0	0
Ptpdc1	1	0	0	0	0	0	0
Ptpla	1	0	0	0	0	0	0
Ptplad2	0	1	0	0	0	0	0
Ptplb	0	0	0	0	0	1	0
Ptpn12	0	0	0	0	0	0	1
Ptpn18	0	1	0	0	0	0	0
Ptpn20	0	0	0	1	0	0	0
Ptpn21	0	0	0	0	0	1	0
Ptpn6	0	1	0	0	0	0	0
Ptprb	0	0	0	0	0	0	1
Ptprd	1	0	0	0	0	0	0
Ptprk	0	0	0	0	1	0	0
Ptpro	0	0	0	1	0	0	0
Ptprr	0	0	0	0	0	0	1
Ptprs	0	0	1	0	0	0	0
Ptpru	0	0	1	0	0	0	0
Pttg1	0	0	0	1	0	0	0
Purb	0	0	0	1	0	0	0
Pus7	0	0	0	0	0	1	0
Pvr	0	0	0	0	0	0	1
Pvrl4	0	0	0	1	0	0	0
Pwwp2b	0	0	1	0	0	0	0
Pxdn	0	0	1	0	0	0	0
Pxmp4	1	0	0	0	0	0	0
Pxn	0	1	0	0	0	0	0
Pycard	0	1	0	0	0	0	0
Pygl	0	0	0	0	0	1	0
Pygo1	0	0	1	0	0	0	0
Pyroxd2	0	1	0	0	0	0	0
Qdpr	1	0	0	0	0	0	0
R3hdm2	0	0	0	0	1	0	0
Rab11fip4	0	0	0	0	0	1	0
Rab32	0	1	0	0	0	0	0
Rab33a	1	0	0	0	0	0	0
Rab33b	1	0	0	0	0	0	0
Rab34	0	0	0	0	0	1	0
Rab37	1	0	0	0	0	0	0
Rab39	0	1	0	0	0	0	0
Rab3b	0	0	0	1	0	0	0
Rab3d	0	0	1	0	0	0	0
Rab3il1	0	1	0	0	0	0	0
Rab3ip	0	0	1	0	0	0	0
Rab42	0	0	0	0	0	1	0
Rab43	0	1	0	0	0	0	0
Rab6a	0	0	0	1	0	0	0
Rab8b	0	1	0	0	0	0	0
Rac2	0	1	0	0	0	0	0
Racgap1	0	0	0	1	0	0	0
Rad51ap1	0	1	0	0	0	0	0
Rae1	0	0	1	0	0	0	0
Rai14	0	0	0	0	0	0	1
Ralgds	1	0	0	0	0	0	0
Ramp2	0	0	0	0	0	0	1
Ranbp3l	0	0	0	0	0	1	0
Rangap1	0	0	0	0	1	0	0
Rap1a	1	0	0	0	0	0	0
Rap1gap2	0	0	0	0	1	0	0
Rap2b	0	0	1	0	0	0	0
Rapgef4	0	0	0	0	0	0	1
Rapgefl1	0	0	1	0	0	0	0
Rarb	0	0	0	0	0	1	0
Rasa2	0	0	0	0	0	1	0
Rasal1	0	0	1	0	0	0	0
Rasgef1c	0	0	0	0	1	0	0
Rasip1	0	0	0	0	0	0	1
Rasl11a	0	0	0	0	0	0	1
Rasl12	0	0	0	0	0	0	1
Rassf5	0	0	0	1	0	0	0
Rb1	0	0	0	0	0	1	0
Rbbp7	0	0	1	0	0	0	0
Rbfox2	0	0	1	0	0	0	0
Rbl1	0	0	0	0	0	0	1
Rbm20	0	0	0	0	0	1	0
Rbm43	0	0	1	0	0	0	0
Rbp4	0	0	0	1	0	0	0
Rbpj	0	1	0	0	0	0	0
Rbpjl	1	0	0	0	0	0	0
Rcan1	0	1	0	0	0	0	0
Rcbtb1	1	0	0	0	0	0	0
Rccd1	0	0	0	0	0	0	1
Rcn2	0	0	0	0	0	1	0
Rcn3	0	0	0	0	0	0	1
Rdh10	0	0	0	0	0	1	0
Rdh11	1	0	0	0	0	0	0
Rdx	1	0	0	0	0	0	0
Reck	0	0	0	0	0	0	1
Rel	0	1	0	0	0	0	0
Reln	0	0	0	1	0	0	0
Relt	0	0	0	0	0	1	0
Rem2	0	0	1	0	0	0	0
Renbp	0	1	0	0	0	0	0
Resp18	0	0	0	1	0	0	0
Rest	0	0	0	0	0	1	0
Retn	0	0	1	0	0	0	0
Rftn1	1	0	0	0	0	0	0
Rfx2	0	0	0	0	0	1	0
Rfx3	0	0	0	0	0	1	0
Rfxank	1	0	0	0	0	0	0
Rgag4	0	0	0	0	0	1	0
Rgl2	0	0	0	0	0	0	1
Rgma	0	0	0	0	0	1	0
Rgs1	0	1	0	0	0	0	0
Rgs11	0	0	1	0	0	0	0
Rgs2	0	1	0	0	0	0	0
Rgs20	0	0	0	0	0	1	0
Rhbdd1	0	0	0	0	0	1	0
Rhbdl1	0	0	0	1	0	0	0
Rhbdl2	0	0	0	0	0	0	1
Rhoh	0	1	0	0	0	0	0
Rhou	1	0	0	0	0	0	0
Rhov	0	0	0	1	0	0	0
Rhpn2	1	0	0	0	0	0	0
Ribc2	0	0	0	0	0	1	0
Riiad1	0	0	0	0	0	1	0
Rilpl2	0	1	0	0	0	0	0
Rimklb	0	0	0	1	0	0	0
Rims1_loc2	0	0	0	0	0	0	1
Rlbp1	0	0	0	0	0	1	0
Rln1	0	0	0	0	0	1	0
Rn4.5s_loc1	0	0	0	0	0	1	0
Rn4.5s_loc2	0	0	0	0	0	1	0
Rnasel	0	1	0	0	0	0	0
Rnf122	1	0	0	0	0	0	0
Rnf125	0	0	0	0	0	0	1
Rnf13	1	0	0	0	0	0	0
Rnf135	1	0	0	0	0	0	0
Rnf138rt1	0	0	0	0	0	1	0
Rnf14	0	0	0	1	0	0	0
Rnf141	1	0	0	0	0	0	0
Rnf150	0	0	1	0	0	0	0
Rnf165	0	0	1	0	0	0	0
Rnf180	0	0	0	0	0	1	0
Rnf19b	0	1	0	0	0	0	0
Rnf43	1	0	0	0	0	0	0
Rnf7	1	0	0	0	0	0	0
Rnls	1	0	0	0	0	0	0
Rnu11	0	0	0	0	0	0	1
Rnu12	0	1	0	0	0	0	0
Robo4	0	0	0	0	0	0	1
Rock1	0	0	0	0	0	0	1
Rock2	0	0	1	0	0	0	0
Rogdi	0	0	1	0	0	0	0
Rom1	0	0	0	0	0	1	0
Ropn1l	0	0	0	0	0	1	0
Ror1	0	0	0	0	0	0	1
Rp2h	0	1	0	0	0	0	0
Rpgr	0	0	0	0	0	1	0
Rpl11	0	0	0	0	0	0	1
Rpl23	0	0	0	0	0	0	1
Rpl27	0	0	0	0	0	0	1
Rpl35a	0	1	0	0	0	0	0
Rpl38	0	0	0	0	0	0	1
Rpl41	0	0	0	0	0	0	1
Rpl9	0	0	0	0	0	0	1
Rplp1	0	1	0	0	0	0	0
Rpp25	0	0	0	1	0	0	0
Rprl3	0	0	0	1	0	0	0
Rprm	0	0	0	0	1	0	0
Rps18	0	0	0	0	0	0	1
Rps19	0	0	0	0	0	0	1
Rps26	0	0	0	0	0	0	1
Rps6	0	0	0	0	0	0	1
Rps6ka3	0	0	0	0	1	0	0
Rps6ka6	0	0	0	1	0	0	0
Rps6kl1	0	0	1	0	0	0	0
Rpusd1	0	0	1	0	0	0	0
Rragd	0	0	0	0	1	0	0
Rrp1b	0	1	0	0	0	0	0
Rrp8	0	0	0	0	0	0	1
Rsph1	0	0	0	0	0	1	0
Rsph3b	0	0	0	0	0	1	0
Rsph4a	0	0	0	0	0	1	0
Rsph9	0	0	0	0	0	1	0
Rspo1	0	0	0	0	1	0	0
Rspo2	0	0	1	0	0	0	0
Rtf1	0	0	1	0	0	0	0
Rtkn	1	0	0	0	0	0	0
Rtkn2	1	0	0	0	0	0	0
Rtl1	0	0	0	0	1	0	0
Rufy3	0	0	0	1	0	0	0
Runx1t1	0	0	1	0	0	0	0
Runx2	0	0	1	0	0	0	0
Ruvbl2	0	0	0	0	0	1	0
Rxfp1	0	0	0	1	0	0	0
Rxfp2	0	0	0	0	1	0	0
Rxfp3	0	0	0	1	0	0	0
Rxra	0	0	0	1	0	0	0
Rxrg	0	0	1	0	0	0	0
S100a6	0	0	0	0	0	1	0
S1pr5	1	0	0	0	0	0	0
Samd10	0	0	0	1	0	0	0
Samd11	0	0	0	0	0	0	1
Samd12	0	0	0	0	1	0	0
Samd14	0	0	0	1	0	0	0
Samd5	0	0	1	0	0	0	0
Sapcd2	0	0	0	0	0	0	1
Sarm1	0	0	0	1	0	0	0
Sash3	0	1	0	0	0	0	0
Sass6	1	0	0	0	0	0	0
Sbds	1	0	0	0	0	0	0
Sbno2	0	0	0	0	0	0	1
Sc5d	1	0	0	0	0	0	0
Scara3	0	0	0	0	0	1	0
Scarb1	0	0	0	0	0	0	1
Scarb2	1	0	0	0	0	0	0
Scarf1	0	0	0	0	0	0	1
Sccpdh	1	0	0	0	0	0	0
Scd3	1	0	0	0	0	0	0
Scd4	1	0	0	0	0	0	0
Scel	0	1	0	0	0	0	0
Scn4b	0	0	0	0	1	0	0
Scn5a	0	0	0	1	0	0	0
Scn7a	0	0	0	0	0	1	0
Scn9a	0	0	0	1	0	0	0
Scpep1	0	1	0	0	0	0	0
Sctr	0	0	0	0	0	1	0
Scube1	0	0	0	0	1	0	0
Scube2	0	0	0	0	0	0	1
Sdk2	0	0	0	0	1	0	0
Sdsl	0	0	0	0	0	1	0
Sec11c	1	0	0	0	0	0	0
Sec14l5	1	0	0	0	0	0	0
Sec16b	0	0	0	0	1	0	0
Sec24d	0	0	0	0	0	1	0
Secisbp2l	1	0	0	0	0	0	0
Selplg	0	1	0	0	0	0	0
Sema3a	0	0	0	0	1	0	0
Sema3b	0	0	0	0	0	1	0
Sema3d	1	0	0	0	0	0	0
Sema4g	0	0	0	1	0	0	0
Sema5b	0	0	0	0	1	0	0
Sema6b	0	0	1	0	0	0	0
Sema6c	0	0	0	1	0	0	0
Sema7a	0	0	0	0	0	0	1
Sept7	1	0	0	0	0	0	0
Sept8	1	0	0	0	0	0	0
Sept9	0	0	1	0	0	0	0
Serinc2	0	0	0	0	0	1	0
Serinc5	1	0	0	0	0	0	0
Serpina3c	0	0	1	0	0	0	0
Serpina3g	0	0	1	0	0	0	0
Serpina3h	0	0	1	0	0	0	0
Serpinb1b	0	0	0	0	0	1	0
Serpinb8	0	1	0	0	0	0	0
Serpinb9	0	0	0	0	0	0	1
Serpind1	1	0	0	0	0	0	0
Serping1	0	0	0	0	0	0	1
Sertm1	0	0	1	0	0	0	0
Sesn3	0	0	0	0	0	1	0
Setd7	0	0	0	1	0	0	0
Sez6l	0	0	1	0	0	0	0
Sfrp1	0	0	0	0	0	1	0
Sfrp2	0	0	0	1	0	0	0
Sgca	0	0	0	0	0	0	1
Sgk2	1	0	0	0	0	0	0
Sgms1	0	0	0	0	0	0	1
Sgpl1	0	1	0	0	0	0	0
Sgpp2	0	0	0	0	0	0	1
Sgsh	0	1	0	0	0	0	0
Sh2b2	0	1	0	0	0	0	0
Sh2b3	0	1	0	0	0	0	0
Sh2d3c	0	0	0	0	0	0	1
Sh3bgr	0	0	0	0	0	0	1
Sh3bp1	0	1	0	0	0	0	0
Sh3bp5	0	0	1	0	0	0	0
Sh3d21	0	0	0	0	0	0	1
Sh3gl3	1	0	0	0	0	0	0
Sh3glb1	0	0	0	0	0	0	1
Sh3pxd2a	0	0	0	0	0	0	1
Sh3rf1	0	0	1	0	0	0	0
Sh3rf3	0	0	0	1	0	0	0
Shank2	0	0	1	0	0	0	0
Shcbp1	0	1	0	0	0	0	0
Shd	0	0	0	1	0	0	0
She	0	0	0	0	0	0	1
Shf	0	0	0	0	1	0	0
Shh	0	0	0	1	0	0	0
Shisa9	0	0	0	1	0	0	0
Shroom1	0	0	0	0	0	0	1
Sigirr	0	0	0	0	0	0	1
Siglech	0	1	0	0	0	0	0
Sipa1l2	0	0	0	0	0	0	1
Sipa1l3	0	0	1	0	0	0	0
Sirt2	1	0	0	0	0	0	0
Six5	0	0	0	0	0	0	1
Skap1	0	0	0	0	1	0	0
Skap2	0	1	0	0	0	0	0
Ski	0	0	0	0	0	1	0
Skida1	0	0	0	0	0	1	0
Sla	0	1	0	0	0	0	0
Slain1	1	0	0	0	0	0	0
Slamf9	0	1	0	0	0	0	0
Slc10a4	0	0	0	1	0	0	0
Slc12a9	0	0	0	0	0	1	0
Slc13a3	0	0	0	0	0	1	0
Slc15a3	0	1	0	0	0	0	0
Slc16a1	0	0	0	0	0	0	1
Slc16a11	0	0	0	0	1	0	0
Slc16a12	0	0	0	0	0	1	0
Slc16a14	0	0	1	0	0	0	0
Slc16a6	0	1	0	0	0	0	0
Slc18b1	0	0	0	0	0	1	0
Slc19a1	0	0	0	0	0	0	1
Slc1a4	0	0	0	0	0	1	0
Slc1a6	0	0	0	1	0	0	0
Slc22a23	1	0	0	0	0	0	0
Slc22a4	0	0	0	0	0	1	0
Slc22a8	0	0	0	0	0	0	1
Slc24a2	0	0	0	0	1	0	0
Slc25a1	1	0	0	0	0	0	0
Slc25a10	1	0	0	0	0	0	0
Slc25a20	0	0	0	0	0	1	0
Slc25a24	0	0	0	0	0	0	1
Slc25a3	0	0	0	1	0	0	0
Slc25a33	0	0	0	0	0	1	0
Slc25a38	1	0	0	0	0	0	0
Slc26a2	0	0	0	0	0	1	0
Slc26a3	0	0	0	0	0	1	0
Slc26a4	0	0	1	0	0	0	0
Slc26a6	0	0	0	0	0	1	0
Slc27a1	0	0	0	0	0	1	0
Slc27a2	0	0	0	1	0	0	0
Slc29a4	0	0	0	0	0	1	0
Slc2a12	0	0	0	0	0	1	0
Slc2a5	0	1	0	0	0	0	0
Slc30a1	0	0	0	0	0	0	1
Slc30a10	0	0	0	0	0	1	0
Slc32a1	0	0	0	1	0	0	0
Slc35a2	1	0	0	0	0	0	0
Slc35d3	0	0	0	1	0	0	0
Slc35f2	0	0	0	0	0	0	1
Slc35g2	0	0	0	1	0	0	0
Slc36a2	0	0	0	0	0	1	0
Slc37a2	0	1	0	0	0	0	0
Slc38a11	0	0	0	0	0	0	1
Slc38a5	0	0	0	0	0	0	1
Slc38a6	0	1	0	0	0	0	0
Slc39a13	0	0	0	0	0	1	0
Slc39a6	0	0	0	1	0	0	0
Slc3a2	0	0	0	0	0	0	1
Slc41a3	0	0	0	1	0	0	0
Slc43a3	0	0	0	0	0	1	0
Slc44a1	1	0	0	0	0	0	0
Slc45a3	1	0	0	0	0	0	0
Slc46a1	0	0	0	0	0	1	0
Slc48a1	1	0	0	0	0	0	0
Slc4a7	0	0	1	0	0	0	0
Slc5a11	1	0	0	0	0	0	0
Slc5a6	0	0	0	1	0	0	0
Slc5a7	0	0	0	1	0	0	0
Slc6a11	0	0	0	0	0	1	0
Slc6a20a	0	0	0	0	0	0	1
Slc6a6	0	0	0	0	0	0	1
Slc7a1	0	0	0	0	0	0	1
Slc7a11	0	0	0	0	0	1	0
Slc7a3	0	0	0	1	0	0	0
Slc7a5	0	0	0	0	0	0	1
Slc7a7	0	1	0	0	0	0	0
Slc8a3	0	0	0	1	0	0	0
Slc9a2	0	0	1	0	0	0	0
Slc9a4	0	0	1	0	0	0	0
Slc9a6	0	0	0	1	0	0	0
Slc9a7	0	0	0	1	0	0	0
Slc9a9	0	1	0	0	0	0	0
Slco1a4	0	0	0	0	0	0	1
Slco3a1	1	0	0	0	0	0	0
Slco4c1	0	0	0	0	1	0	0
Slco5a1	0	0	0	0	0	0	1
Slfn2	0	1	0	0	0	0	0
Slit1	0	0	1	0	0	0	0
Slit2	0	0	0	0	1	0	0
Slitrk2	0	0	0	0	0	1	0
Slitrk3	0	0	1	0	0	0	0
Slitrk5	0	0	1	0	0	0	0
Slmap	0	0	0	0	0	0	1
Sln	0	0	0	1	0	0	0
Slpi	1	0	0	0	0	0	0
Smad1	0	0	0	0	0	0	1
Smad5	0	0	0	0	0	1	0
Smad6	0	0	0	0	0	0	1
Smad7	1	0	0	0	0	0	0
Smc4	0	0	0	0	0	0	1
Smco3	1	0	0	0	0	0	0
Smim5	0	0	0	0	0	1	0
Smoc1	0	0	0	0	0	1	0
Smurf2	0	0	0	0	0	0	1
Snai2	0	0	0	0	0	0	1
Snhg10	0	0	1	0	0	0	0
Snhg4	0	0	0	1	0	0	0
Snora16a	0	0	0	0	0	0	1
Snora75	0	0	0	0	0	0	1
Snord17	0	1	0	0	0	0	0
Snord42b	0	0	0	0	0	1	0
Snrpa	0	0	0	0	0	1	0
Snta1	0	0	0	0	0	1	0
Snx15	1	0	0	0	0	0	0
Snx16	0	0	0	1	0	0	0
Snx2	0	1	0	0	0	0	0
Snx31	0	0	0	1	0	0	0
Snx5	0	1	0	0	0	0	0
Socs1	0	0	0	0	0	1	0
Socs5	0	0	0	1	0	0	0
Sord	0	0	0	0	0	1	0
Sorl1	0	0	1	0	0	0	0
Sostdc1	0	0	0	0	0	1	0
Sowaha	0	0	1	0	0	0	0
Sox17	0	0	0	0	0	0	1
Sox18	0	0	0	0	0	0	1
Sox4	0	0	0	0	0	0	1
Sox5	0	0	0	0	1	0	0
Sox7	0	0	0	0	0	0	1
Sp1	0	0	0	0	0	0	1
Sp110	0	1	0	0	0	0	0
Sp7	0	0	0	0	0	1	0
Sp8	0	0	0	1	0	0	0
Sp9	0	0	0	1	0	0	0
Spa17	0	0	0	0	0	1	0
Spag17	0	0	0	0	0	1	0
Spag6	0	0	0	0	0	1	0
Spag8	0	0	0	0	0	1	0
Spata17	0	0	0	0	0	1	0
Spata24	0	0	0	0	0	1	0
Spata33	0	0	0	0	0	1	0
Spata6	0	0	0	0	0	1	0
Specc1	1	0	0	0	0	0	0
